                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.48562,                0.25436,                0.81253,                0.93234,                0.90307,                0.92844,                0.61949,                 1.0923,                0.40694,                 1.0493,              0.0004889,              0.0004889,              0.0004889
                    312,                0.48139,                0.25017,                0.81117,                0.92479,                  0.899,                0.92551,                0.61837,                 1.0921,                0.41106,                 1.0467,             0.00048586,             0.00048586,             0.00048586
                    313,                0.48313,                0.25104,                0.81235,                 0.9455,                0.88842,                0.92823,                0.61729,                  1.092,                0.41099,                 1.0473,             0.00048282,             0.00048282,             0.00048282
                    314,                0.48898,                0.25597,                0.81571,                0.93582,                0.89282,                0.92385,                0.61978,                 1.0905,                0.40836,                 1.0466,             0.00047978,             0.00047978,             0.00047978
                    315,                0.48319,                 0.2526,                 0.8106,                0.92781,                0.89941,                 0.9239,                0.61808,                 1.0913,                0.40884,                 1.0478,             0.00047673,             0.00047673,             0.00047673
                    316,                0.47715,                0.24912,                0.81043,                0.93489,                0.88717,                0.92342,                0.61841,                 1.0899,                0.40612,                 1.0486,             0.00047369,             0.00047369,             0.00047369
                    317,                0.48058,                 0.2501,                0.81132,                0.94272,                0.88798,                0.92271,                0.61961,                   1.09,                0.40436,                 1.0514,             0.00047065,             0.00047065,             0.00047065
                    318,                0.47979,                0.24807,                0.81327,                0.94997,                0.88838,                0.92325,                0.61905,                 1.0903,                  0.404,                 1.0536,             0.00046761,             0.00046761,             0.00046761
                    319,                0.48044,                0.25059,                0.81231,                0.92946,                0.88742,                0.92185,                0.61962,                 1.0896,                0.40795,                 1.0536,             0.00046456,             0.00046456,             0.00046456
                    320,                0.48125,                0.25068,                0.81295,                  0.927,                0.89261,                0.92596,                0.62092,                 1.0899,                0.40716,                 1.0524,             0.00046152,             0.00046152,             0.00046152
                    321,                0.48253,                0.25156,                0.81319,                0.93445,                0.89547,                0.92794,                0.62042,                 1.0902,                0.40744,                 1.0453,             0.00045848,             0.00045848,             0.00045848
                    322,                0.48018,                0.25264,                0.81208,                0.92962,                0.89282,                0.92611,                0.61822,                 1.0899,                0.40679,                 1.0421,             0.00045544,             0.00045544,             0.00045544
                    323,                0.47647,                0.24903,                0.81058,                0.92672,                0.90073,                0.92634,                 0.6197,                 1.0906,                0.40848,                 1.0477,             0.00045239,             0.00045239,             0.00045239
                    324,                0.47332,                0.24695,                0.81233,                0.91916,                0.90289,                0.92646,                0.62004,                 1.0901,                0.40534,                 1.0496,             0.00044935,             0.00044935,             0.00044935
                    325,                0.47549,                 0.2486,                0.81381,                0.91376,                 0.9002,                0.92391,                0.62176,                 1.0905,                0.40388,                 1.0529,             0.00044631,             0.00044631,             0.00044631
                    326,                 0.4736,                0.25059,                 0.8115,                0.93147,                0.88812,                0.92399,                0.62282,                 1.0905,                0.40449,                 1.0519,             0.00044327,             0.00044327,             0.00044327
                    327,                0.48066,                0.25128,                0.81554,                0.92316,                0.88926,                0.92229,                0.62005,                 1.0924,                0.40695,                 1.0532,             0.00044022,             0.00044022,             0.00044022
                    328,                0.47962,                0.25282,                0.81177,                0.94063,                0.87421,                0.92429,                0.62391,                 1.0935,                0.40557,                 1.0521,             0.00043718,             0.00043718,             0.00043718
                    329,                0.47613,                0.24916,                0.81048,                0.93887,                0.88535,                0.92741,                0.62786,                 1.0938,                0.40557,                 1.0499,             0.00043414,             0.00043414,             0.00043414
                    330,                0.46571,                0.24367,                0.80865,                0.94454,                0.88456,                0.92623,                0.62539,                 1.0933,                0.40483,                 1.0533,              0.0004311,              0.0004311,              0.0004311
                    331,                0.46635,                 0.2447,                0.80927,                0.93279,                0.88608,                0.92416,                0.62559,                 1.0936,                0.40444,                 1.0539,             0.00042805,             0.00042805,             0.00042805
                    332,                0.47151,                0.24782,                0.81248,                0.92445,                0.89033,                0.92412,                0.62458,                 1.0933,                 0.4073,                 1.0515,             0.00042501,             0.00042501,             0.00042501
                    333,                0.46926,                0.24601,                0.81037,                 0.9395,                0.88328,                0.92864,                0.62503,                 1.0916,                  0.408,                  1.053,             0.00042197,             0.00042197,             0.00042197
                    334,                0.46203,                0.24227,                0.81016,                0.92931,                0.89212,                0.92601,                0.62543,                 1.0924,                0.40731,                 1.0551,             0.00041893,             0.00041893,             0.00041893
                    335,                0.46565,                0.24368,                  0.809,                0.93392,                0.89268,                0.92883,                0.62327,                 1.0893,                0.40303,                 1.0552,             0.00041589,             0.00041589,             0.00041589
                    336,                0.46544,                0.24392,                0.81065,                0.93394,                0.89046,                0.92694,                0.62109,                  1.089,                0.40177,                 1.0553,             0.00041284,             0.00041284,             0.00041284
                    337,                0.46566,                0.24532,                0.81061,                 0.9367,                0.89101,                0.92672,                0.62073,                   1.09,                 0.4033,                 1.0538,              0.0004098,              0.0004098,              0.0004098
                    338,                0.46012,                0.24265,                0.80861,                0.93128,                0.89652,                0.92763,                0.62416,                 1.0914,                0.40557,                 1.0541,             0.00040676,             0.00040676,             0.00040676
                    339,                0.46336,                0.24391,                0.81173,                0.92175,                0.89958,                0.92692,                0.62464,                 1.0921,                0.40607,                 1.0571,             0.00040372,             0.00040372,             0.00040372
                    340,                0.46529,                  0.243,                 0.8095,                0.93063,                0.90505,                0.92892,                0.62495,                 1.0919,                0.40639,                 1.0546,             0.00040067,             0.00040067,             0.00040067
                    341,                0.45961,                0.24102,                 0.8081,                0.93715,                0.89319,                0.92818,                 0.6224,                 1.0915,                0.40631,                 1.0548,             0.00039763,             0.00039763,             0.00039763
                    342,                0.45726,                0.24318,                  0.809,                 0.9248,                0.89814,                0.92331,                0.62239,                 1.0888,                0.40487,                 1.0553,             0.00039459,             0.00039459,             0.00039459
                    343,                0.46434,                0.24434,                0.80923,                0.92445,                0.89383,                0.92459,                0.62138,                 1.0886,                0.40394,                 1.0525,             0.00039155,             0.00039155,             0.00039155
                    344,                0.45542,                0.24031,                0.80749,                0.92778,                0.89188,                0.92469,                0.62256,                 1.0922,                0.40607,                 1.0544,              0.0003885,              0.0003885,              0.0003885
                    345,                0.45829,                0.24265,                0.80657,                0.92661,                0.89892,                0.92536,                0.62101,                  1.091,                0.40213,                 1.0567,             0.00038546,             0.00038546,             0.00038546
                    346,                0.45847,                0.24758,                0.80707,                0.92199,                0.90399,                0.92594,                0.62076,                   1.09,                0.40179,                 1.0565,             0.00038242,             0.00038242,             0.00038242
                    347,                0.46209,                0.24275,                0.80787,                0.92962,                0.90673,                0.92662,                0.62198,                 1.0905,                0.40215,                 1.0597,             0.00037938,             0.00037938,             0.00037938
                    348,                0.45397,                0.24018,                 0.8099,                0.93967,                0.89653,                0.92565,                 0.6232,                  1.091,                0.40075,                 1.0595,             0.00037633,             0.00037633,             0.00037633
                    349,                0.45824,                0.24288,                0.80925,                0.94337,                0.89059,                0.92588,                0.62243,                 1.0902,                0.40445,                 1.0554,             0.00037329,             0.00037329,             0.00037329
                    350,                0.44993,                0.23733,                0.80825,                0.93669,                0.89624,                0.92569,                 0.6256,                   1.09,                0.40551,                 1.0533,             0.00037025,             0.00037025,             0.00037025
                    351,                 0.4542,                0.23979,                0.81072,                0.94037,                0.89074,                0.92896,                0.62417,                 1.0904,                0.40411,                 1.0552,             0.00036721,             0.00036721,             0.00036721
                    352,                0.45466,                0.23862,                0.80764,                0.93842,                0.89674,                0.93198,                 0.6245,                 1.0888,                0.40321,                 1.0564,             0.00036416,             0.00036416,             0.00036416
                    353,                 0.4544,                0.24032,                0.80846,                0.94141,                0.89671,                0.92954,                0.62281,                 1.0904,                0.40246,                 1.0562,             0.00036112,             0.00036112,             0.00036112
                    354,                 0.4543,                 0.2383,                0.80826,                0.93752,                0.89089,                0.92827,                0.62092,                 1.0924,                0.40233,                 1.0539,             0.00035808,             0.00035808,             0.00035808
                    355,                0.45119,                0.24289,                 0.8086,                0.92566,                0.89571,                  0.926,                0.61998,                 1.0908,                0.40075,                 1.0517,             0.00035504,             0.00035504,             0.00035504
                    356,                0.45345,                0.24032,                0.80769,                0.92761,                0.90172,                0.92372,                0.62486,                 1.0913,                0.40289,                 1.0569,             0.00035199,             0.00035199,             0.00035199
                    357,                0.44598,                0.23777,                0.80668,                0.92403,                0.89969,                0.92637,                0.62471,                 1.0904,                0.40386,                 1.0601,             0.00034895,             0.00034895,             0.00034895
                    358,                0.44709,                0.23583,                0.80597,                0.92833,                0.89968,                0.92621,                0.62093,                 1.0899,                 0.4051,                 1.0593,             0.00034591,             0.00034591,             0.00034591
                    359,                0.44708,                0.23839,                0.80814,                0.93563,                0.90133,                0.92662,                0.62247,                 1.0894,                0.40465,                 1.0595,             0.00034287,             0.00034287,             0.00034287
                    360,                0.44683,                0.23696,                0.80726,                0.93457,                0.89241,                0.92183,                 0.6223,                 1.0888,                0.40512,                 1.0606,             0.00033983,             0.00033983,             0.00033983
                    361,                0.44497,                0.23656,                0.80836,                0.93035,                0.89965,                0.92399,                0.62383,                 1.0882,                0.40038,                 1.0617,             0.00033678,             0.00033678,             0.00033678
                    362,                0.44447,                0.23545,                0.80655,                0.92514,                0.90297,                 0.9233,                0.62051,                 1.0896,                0.40392,                 1.0611,             0.00033374,             0.00033374,             0.00033374
                    363,                0.44166,                0.23409,                0.80665,                 0.9258,                0.89789,                0.92241,                0.62194,                 1.0896,                0.40486,                 1.0612,              0.0003307,              0.0003307,              0.0003307
                    364,                0.44568,                0.23642,                0.80702,                0.94206,                0.88918,                0.92275,                0.62101,                 1.0889,                0.40387,                 1.0596,             0.00032766,             0.00032766,             0.00032766
                    365,                0.44547,                 0.2349,                 0.8057,                0.94224,                0.87989,                0.92167,                0.61869,                 1.0902,                0.40351,                   1.06,             0.00032461,             0.00032461,             0.00032461
                    366,                0.44271,                0.23601,                0.80561,                0.93162,                0.88996,                0.92398,                0.62205,                 1.0901,                0.40451,                 1.0616,             0.00032157,             0.00032157,             0.00032157
                    367,                0.44176,                  0.236,                0.80542,                0.93832,                 0.8944,                0.92292,                0.61963,                 1.0901,                0.40551,                 1.0621,             0.00031853,             0.00031853,             0.00031853
                    368,                0.44098,                0.23299,                0.80388,                0.93407,                0.88964,                 0.9256,                0.62269,                 1.0879,                0.40635,                 1.0618,             0.00031549,             0.00031549,             0.00031549
                    369,                0.44367,                0.23385,                 0.8053,                0.92772,                0.88969,                0.92296,                0.62047,                 1.0877,                 0.4063,                 1.0595,             0.00031244,             0.00031244,             0.00031244
                    370,                0.43423,                0.23104,                0.80597,                0.94325,                0.88685,                0.92659,                0.61991,                 1.0888,                0.40527,                 1.0581,              0.0003094,              0.0003094,              0.0003094
                    371,                0.43929,                0.23389,                0.80411,                0.94989,                0.88177,                0.92463,                0.61941,                 1.0873,                0.40584,                 1.0545,             0.00030636,             0.00030636,             0.00030636
                    372,                 0.4394,                0.23408,                0.80517,                0.94907,                0.88432,                0.92251,                0.61965,                 1.0887,                0.40527,                 1.0563,             0.00030332,             0.00030332,             0.00030332
                    373,                0.43857,                0.23278,                0.80417,                0.94037,                 0.8801,                0.92155,                0.62047,                 1.0902,                0.40693,                 1.0557,             0.00030027,             0.00030027,             0.00030027
                    374,                0.44384,                0.23523,                0.80789,                 0.9254,                0.89505,                0.92336,                0.62111,                 1.0902,                0.40493,                 1.0547,             0.00029723,             0.00029723,             0.00029723
                    375,                0.43967,                 0.2345,                0.80721,                0.90885,                0.90463,                0.92398,                0.62032,                 1.0911,                 0.4045,                 1.0601,             0.00029419,             0.00029419,             0.00029419
                    376,                0.43747,                0.23297,                0.80493,                0.92189,                0.89849,                0.92774,                0.62224,                 1.0906,                0.40568,                 1.0605,             0.00029115,             0.00029115,             0.00029115
                    377,                0.43777,                0.23332,                0.80491,                0.92112,                 0.8994,                0.92729,                0.61913,                 1.0919,                0.40616,                 1.0609,              0.0002881,              0.0002881,              0.0002881
                    378,                0.42889,                0.23095,                 0.8034,                0.91765,                 0.9023,                0.92733,                0.62181,                 1.0903,                0.40719,                 1.0595,             0.00028506,             0.00028506,             0.00028506
                    379,                0.43046,                0.22881,                0.80374,                0.91472,                0.90768,                0.92455,                 0.6232,                 1.0905,                0.40587,                 1.0602,             0.00028202,             0.00028202,             0.00028202
                    380,                0.43125,                0.22979,                0.80603,                0.92728,                0.90269,                0.92907,                0.62441,                 1.0902,                0.40575,                 1.0592,             0.00027898,             0.00027898,             0.00027898
                    381,                0.42964,                0.22974,                0.80321,                0.93465,                0.89967,                0.92908,                0.62233,                 1.0911,                0.40613,                 1.0592,             0.00027594,             0.00027594,             0.00027594
                    382,                0.43523,                0.23185,                0.80366,                 0.9312,                 0.8969,                0.92799,                  0.623,                  1.091,                0.40504,                 1.0605,             0.00027289,             0.00027289,             0.00027289
                    383,                0.43057,                   0.23,                0.80299,                0.92177,                0.90416,                0.92763,                0.62644,                 1.0909,                0.40544,                 1.0623,             0.00026985,             0.00026985,             0.00026985
                    384,                0.42753,                0.22891,                0.80305,                0.94102,                0.89323,                0.92851,                 0.6249,                 1.0895,                0.40568,                 1.0606,             0.00026681,             0.00026681,             0.00026681
                    385,                0.42666,                 0.2265,                0.80048,                0.94582,                0.89084,                 0.9259,                0.62485,                 1.0893,                0.40671,                 1.0603,             0.00026377,             0.00026377,             0.00026377
                    386,                0.42662,                0.22906,                0.80363,                0.93743,                0.89743,                0.92638,                0.62493,                 1.0889,                0.40469,                   1.06,             0.00026072,             0.00026072,             0.00026072
                    387,                0.42786,                0.22843,                0.80278,                0.93897,                0.89775,                0.92891,                0.62016,                 1.0896,                 0.4054,                  1.061,             0.00025768,             0.00025768,             0.00025768
                    388,                0.42301,                0.22692,                0.80225,                0.92392,                0.90388,                0.92798,                0.62023,                 1.0899,                0.40675,                 1.0628,             0.00025464,             0.00025464,             0.00025464
                    389,                0.42604,                0.22748,                0.80188,                0.92357,                0.90318,                0.92739,                0.62045,                 1.0903,                0.40571,                 1.0645,              0.0002516,              0.0002516,              0.0002516
                    390,                0.42854,                0.22926,                0.80239,                0.93714,                0.89591,                 0.9285,                0.62111,                 1.0907,                 0.4042,                 1.0629,             0.00024855,             0.00024855,             0.00024855
                    391,                0.42756,                0.22991,                0.80399,                0.93628,                0.89837,                 0.9282,                0.62317,                 1.0904,                0.40618,                 1.0622,             0.00024551,             0.00024551,             0.00024551
                    392,                0.42906,                0.22775,                0.80214,                0.93057,                0.89902,                0.92802,                0.62282,                 1.0904,                0.40296,                 1.0616,             0.00024247,             0.00024247,             0.00024247
                    393,                0.42801,                0.22839,                0.80466,                0.93018,                0.89559,                0.92588,                0.62452,                 1.0899,                0.40281,                  1.062,             0.00023943,             0.00023943,             0.00023943
                    394,                0.42136,                 0.2268,                0.80362,                0.93335,                0.89039,                0.92911,                0.62401,                 1.0906,                0.40493,                 1.0635,             0.00023638,             0.00023638,             0.00023638
                    395,                0.42427,                0.22646,                0.80345,                0.92433,                0.90277,                 0.9277,                 0.6212,                 1.0903,                0.40411,                 1.0635,             0.00023334,             0.00023334,             0.00023334
                    396,                0.42091,                0.22529,                0.80174,                0.92736,                0.89721,                0.92405,                0.62157,                 1.0898,                0.40526,                 1.0633,              0.0002303,              0.0002303,              0.0002303
                    397,                0.42307,                0.22747,                0.80533,                0.93173,                0.89337,                0.92479,                0.62209,                 1.0899,                0.40486,                  1.063,             0.00022726,             0.00022726,             0.00022726
                    398,                0.41889,                0.22489,                0.80137,                 0.9262,                0.89943,                0.92611,                0.62363,                  1.089,                0.40515,                 1.0626,             0.00022421,             0.00022421,             0.00022421
                    399,                0.42285,                0.22508,                0.80138,                0.93219,                0.90057,                0.92553,                0.62285,                 1.0894,                0.40609,                  1.062,             0.00022117,             0.00022117,             0.00022117
                    400,                0.42307,                0.22572,                0.80213,                0.93063,                0.89797,                0.92257,                0.62131,                 1.0903,                0.40604,                 1.0603,             0.00021813,             0.00021813,             0.00021813
                    401,                0.42025,                0.22454,                0.80116,                0.93544,                0.89924,                0.92684,                0.62222,                 1.0913,                0.40623,                 1.0619,             0.00021509,             0.00021509,             0.00021509
                    402,                0.41904,                0.22381,                0.80438,                0.93484,                0.89909,                0.92582,                0.62241,                 1.0911,                0.40479,                 1.0632,             0.00021205,             0.00021205,             0.00021205
                    403,                0.41133,                0.22144,                0.80092,                0.94106,                0.89137,                 0.9279,                0.62291,                 1.0914,                0.40512,                 1.0653,               0.000209,               0.000209,               0.000209
                    404,                0.42058,                0.22429,                0.80209,                0.92304,                0.89808,                0.92531,                 0.6231,                 1.0906,                0.40561,                 1.0663,             0.00020596,             0.00020596,             0.00020596
                    405,                0.41389,                0.22311,                 0.8026,                0.92184,                0.90046,                0.92628,                0.62329,                   1.09,                0.40484,                 1.0649,             0.00020292,             0.00020292,             0.00020292
                    406,                0.41447,                0.22166,                0.80052,                0.92621,                0.90078,                0.92569,                0.62269,                 1.0905,                 0.4049,                 1.0638,             0.00019988,             0.00019988,             0.00019988
                    407,                0.41219,                0.22267,                0.80109,                0.93483,                0.89065,                0.92459,                0.62231,                 1.0898,                0.40586,                 1.0629,             0.00019683,             0.00019683,             0.00019683
                    408,                0.41044,                0.22167,                0.80351,                0.93301,                0.89469,                0.92487,                0.62183,                 1.0893,                0.40471,                 1.0624,             0.00019379,             0.00019379,             0.00019379
                    409,                0.41271,                0.22123,                0.79864,                0.93766,                0.89254,                0.92403,                0.62082,                 1.0897,                0.40544,                 1.0618,             0.00019075,             0.00019075,             0.00019075
                    410,                0.41468,                0.22343,                0.80269,                0.93524,                0.89116,                0.92694,                0.62346,                 1.0909,                 0.4055,                 1.0631,             0.00018771,             0.00018771,             0.00018771
                    411,                0.41234,                0.22115,                0.80099,                0.92916,                0.89487,                0.92519,                0.62422,                  1.091,                 0.4071,                  1.064,             0.00018466,             0.00018466,             0.00018466
                    412,                0.41222,                0.22223,                0.80218,                 0.9417,                0.88814,                0.92625,                0.62285,                 1.0906,                0.40739,                 1.0629,             0.00018162,             0.00018162,             0.00018162
                    413,                0.41298,                 0.2223,                0.80215,                0.93762,                0.89305,                0.92812,                0.62471,                 1.0903,                0.40948,                 1.0625,             0.00017858,             0.00017858,             0.00017858
                    414,                 0.4106,                0.22113,                0.80147,                0.93866,                 0.8932,                0.92871,                0.62415,                 1.0897,                0.40806,                 1.0621,             0.00017554,             0.00017554,             0.00017554
                    415,                 0.4092,                 0.2198,                0.80073,                0.93081,                0.89083,                0.92714,                0.62359,                 1.0889,                0.40701,                 1.0618,             0.00017249,             0.00017249,             0.00017249
                    416,                0.40744,                0.21953,                0.80056,                0.93545,                0.89509,                0.93153,                 0.6242,                 1.0889,                0.40536,                 1.0629,             0.00016945,             0.00016945,             0.00016945
                    417,                0.40773,                0.21943,                 0.7989,                0.93767,                0.89326,                0.93097,                0.62499,                 1.0888,                0.40651,                 1.0629,             0.00016641,             0.00016641,             0.00016641
                    418,                0.40513,                0.21834,                0.79925,                0.93202,                0.89755,                0.93123,                0.62525,                 1.0878,                0.40726,                 1.0613,             0.00016337,             0.00016337,             0.00016337
                    419,                0.40794,                0.21957,                0.79995,                 0.9276,                0.89865,                0.92975,                0.62507,                 1.0884,                0.40778,                 1.0616,             0.00016032,             0.00016032,             0.00016032
                    420,                0.41033,                0.22052,                0.79953,                0.93356,                0.89184,                0.93045,                0.62552,                 1.0885,                0.40704,                 1.0621,             0.00015728,             0.00015728,             0.00015728
                    421,                0.40268,                0.21791,                0.79795,                 0.9367,                0.88851,                0.92909,                 0.6254,                 1.0884,                0.40864,                 1.0624,             0.00015424,             0.00015424,             0.00015424
                    422,                0.40603,                0.21902,                0.79861,                0.93337,                0.89028,                0.92977,                0.62622,                 1.0887,                0.40711,                 1.0629,              0.0001512,              0.0001512,              0.0001512
                    423,                0.40331,                0.21753,                0.79977,                0.92975,                0.89555,                0.93007,                0.62555,                 1.0893,                0.40665,                 1.0644,             0.00014816,             0.00014816,             0.00014816
                    424,                0.40812,                 0.2182,                0.79975,                0.92829,                0.90311,                0.93151,                0.62563,                 1.0885,                0.40568,                 1.0636,             0.00014511,             0.00014511,             0.00014511
                    425,                0.40608,                0.21778,                0.79844,                0.93343,                 0.9025,                 0.9321,                0.62681,                 1.0872,                0.40553,                 1.0626,             0.00014207,             0.00014207,             0.00014207
                    426,                0.40775,                0.22011,                0.79907,                0.93229,                 0.9015,                 0.9321,                0.62503,                 1.0868,                0.40507,                 1.0621,             0.00013903,             0.00013903,             0.00013903
                    427,                0.40366,                0.21658,                0.79986,                0.93465,                 0.8988,                0.93035,                0.62471,                 1.0873,                 0.4056,                 1.0629,             0.00013599,             0.00013599,             0.00013599
                    428,                0.40132,                0.21531,                0.79752,                 0.9467,                0.88721,                0.93127,                0.62432,                 1.0877,                0.40612,                 1.0652,             0.00013294,             0.00013294,             0.00013294
                    429,                0.40241,                0.21716,                0.79902,                0.94669,                0.88366,                0.92865,                0.62583,                 1.0883,                0.40581,                  1.066,              0.0001299,              0.0001299,              0.0001299
                    430,                0.40764,                0.21859,                0.80193,                0.94903,                 0.8865,                0.93015,                0.62576,                 1.0878,                0.40522,                 1.0654,             0.00012686,             0.00012686,             0.00012686
                    431,                 0.3984,                0.21406,                0.80032,                0.92108,                0.90793,                0.92918,                0.62495,                 1.0878,                0.40575,                 1.0652,             0.00012382,             0.00012382,             0.00012382
                    432,                0.40053,                0.21545,                0.79884,                0.92315,                0.90174,                0.92703,                0.62382,                 1.0872,                0.40591,                  1.065,             0.00012077,             0.00012077,             0.00012077
                    433,                0.40422,                0.21748,                0.80169,                0.92226,                0.90875,                0.92825,                0.62435,                  1.087,                0.40582,                 1.0648,             0.00011773,             0.00011773,             0.00011773
                    434,                0.39899,                0.21604,                0.79938,                0.91984,                0.90258,                 0.9278,                0.62463,                 1.0865,                0.40539,                 1.0638,             0.00011469,             0.00011469,             0.00011469
                    435,                0.40103,                0.21584,                0.79973,                 0.9444,                0.88016,                0.92998,                0.62496,                 1.0872,                0.40588,                 1.0636,             0.00011165,             0.00011165,             0.00011165
                    436,                0.39803,                0.21527,                0.79762,                0.94178,                0.88354,                0.92821,                0.62501,                 1.0876,                0.40521,                  1.064,              0.0001086,              0.0001086,              0.0001086
                    437,                  0.402,                0.21568,                0.79878,                0.91751,                0.90503,                 0.9261,                0.62551,                 1.0876,                  0.405,                 1.0637,             0.00010556,             0.00010556,             0.00010556
                    438,                0.39584,                0.21277,                0.79847,                  0.929,                0.89061,                0.92664,                 0.6255,                 1.0879,                0.40541,                 1.0637,             0.00010252,             0.00010252,             0.00010252
                    439,                0.39595,                0.21365,                0.79858,                0.93155,                0.89156,                0.92667,                0.62602,                 1.0876,                0.40506,                 1.0625,             9.9477e-05,             9.9477e-05,             9.9477e-05
                    440,                0.40242,                 0.2163,                 0.7998,                0.93624,                0.88922,                0.92714,                0.62416,                 1.0876,                0.40535,                 1.0616,             9.6434e-05,             9.6434e-05,             9.6434e-05
                    441,                0.39616,                0.21385,                0.80037,                0.93172,                 0.8917,                0.92763,                 0.6257,                 1.0877,                0.40635,                 1.0622,             9.3392e-05,             9.3392e-05,             9.3392e-05
                    442,                0.39396,                0.21171,                0.79682,                 0.9287,                0.89334,                0.92757,                0.62505,                 1.0881,                0.40559,                 1.0623,              9.035e-05,              9.035e-05,              9.035e-05
                    443,                0.39584,                0.21317,                0.79904,                0.93073,                0.89611,                0.92968,                0.62456,                 1.0878,                0.40535,                  1.062,             8.7307e-05,             8.7307e-05,             8.7307e-05
                    444,                0.39151,                0.20995,                0.79633,                0.92983,                0.89845,                0.93063,                0.62381,                 1.0872,                0.40563,                 1.0614,             8.4265e-05,             8.4265e-05,             8.4265e-05
                    445,                0.39581,                0.21466,                0.79949,                0.93179,                 0.8881,                0.92706,                0.62421,                 1.0873,                0.40601,                 1.0618,             8.1223e-05,             8.1223e-05,             8.1223e-05
                    446,                0.39589,                 0.2133,                0.79821,                0.93139,                0.88913,                0.92705,                0.62348,                 1.0872,                0.40652,                 1.0616,              7.818e-05,              7.818e-05,              7.818e-05
                    447,                0.38783,                0.20997,                0.79549,                0.93387,                0.88909,                0.92784,                0.62405,                 1.0878,                0.40686,                 1.0629,             7.5138e-05,             7.5138e-05,             7.5138e-05
                    448,                0.38948,                0.21046,                0.79936,                0.93343,                0.88938,                0.92768,                0.62383,                 1.0873,                0.40703,                 1.0635,             7.2095e-05,             7.2095e-05,             7.2095e-05
                    449,                0.39703,                0.21256,                0.79875,                0.93339,                 0.8964,                0.92981,                 0.6236,                 1.0868,                0.40843,                 1.0641,             6.9053e-05,             6.9053e-05,             6.9053e-05
                    450,                0.39044,                0.21098,                0.79664,                0.92937,                0.89732,                0.92949,                0.62386,                 1.0865,                0.40832,                  1.065,             6.6011e-05,             6.6011e-05,             6.6011e-05
                    451,                0.38585,                0.20974,                 0.7965,                0.92748,                0.89665,                0.92994,                0.62402,                 1.0864,                0.40743,                 1.0649,             6.2968e-05,             6.2968e-05,             6.2968e-05
                    452,                0.39192,                0.21182,                0.79873,                0.94846,                 0.8725,                0.92658,                0.62334,                 1.0857,                0.40651,                 1.0647,             5.9926e-05,             5.9926e-05,             5.9926e-05
                    453,                 0.3919,                0.21013,                 0.7976,                0.91184,                0.90175,                0.92736,                0.62325,                 1.0857,                0.40704,                 1.0644,             5.6883e-05,             5.6883e-05,             5.6883e-05
                    454,                 0.3877,                0.20941,                0.79632,                0.91283,                0.89932,                0.92729,                0.62428,                 1.0854,                0.40715,                 1.0634,             5.3841e-05,             5.3841e-05,             5.3841e-05
                    455,                0.38895,                0.21046,                0.79568,                0.94596,                0.87567,                0.92549,                  0.623,                 1.0852,                0.40733,                 1.0622,             5.0799e-05,             5.0799e-05,             5.0799e-05
                    456,                0.36189,                0.19709,                  0.785,                0.90777,                0.90645,                0.92428,                0.62235,                 1.0869,                0.40777,                 1.0635,             4.7756e-05,             4.7756e-05,             4.7756e-05
                    457,                0.34985,                  0.193,                0.78304,                0.90576,                0.90166,                0.92444,                0.62334,                 1.0878,                0.40855,                 1.0637,             4.4714e-05,             4.4714e-05,             4.4714e-05
                    458,                0.35169,                0.19279,                0.78367,                0.90342,                0.90578,                0.92458,                0.62203,                 1.0876,                0.40819,                 1.0635,             4.1671e-05,             4.1671e-05,             4.1671e-05
                    459,                0.34513,                0.18999,                0.78395,                0.90448,                0.90612,                0.92482,                0.62214,                 1.0872,                0.40884,                 1.0633,             3.8629e-05,             3.8629e-05,             3.8629e-05
                    460,                0.34541,                0.19138,                0.78236,                0.90802,                0.90225,                0.92503,                0.62181,                 1.0872,                0.40919,                 1.0633,             3.5587e-05,             3.5587e-05,             3.5587e-05
                    461,                0.34811,                0.19262,                 0.7844,                0.91033,                0.90003,                0.92484,                0.62104,                 1.0864,                0.40918,                 1.0635,             3.2544e-05,             3.2544e-05,             3.2544e-05
                    462,                0.34135,                0.18936,                0.78264,                0.90246,                0.90286,                0.92569,                0.62141,                 1.0867,                0.40983,                  1.064,             2.9502e-05,             2.9502e-05,             2.9502e-05
                    463,                0.34199,                0.18988,                0.78356,                0.90137,                0.90376,                0.92586,                0.62042,                 1.0867,                0.40984,                 1.0649,              2.646e-05,              2.646e-05,              2.646e-05
                    464,                0.33833,                0.18823,                0.78306,                 0.9259,                0.88538,                0.92546,                0.62115,                 1.0865,                0.40949,                 1.0648,             2.3417e-05,             2.3417e-05,             2.3417e-05
                    465,                0.34221,                0.18976,                0.78287,                0.92512,                0.88522,                0.92502,                0.62092,                 1.0867,                0.40975,                 1.0649,             2.0375e-05,             2.0375e-05,             2.0375e-05
